,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Date,Favorites,Retweets,Tweet ID,sentiment,pos_pct,neg_pct
0,0,0,0,"#OddSecurityBlanket
Donald Trump's hair",2017-03-05 14:54:43,0,0,838523196106244097,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.0537272727273
1,1,1,1,Did President Obama Spy On Donald Trump? | True News https://youtu.be/Q_0HAWWeC4E  via @YouTube,2017-03-05 12:05:31,0,0,838480614160543744,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.044,0.0537272727273
2,2,2,2,BREAKING: Donald Trump Makes Move to TAKE NANCY PELOSI DOWN. Do You Support It? http://sourcesnews.com/breaking-donald-trump-makes-move-to-take-nancy-pelosi-down-do-you-support-it/ …,2017-03-05 10:27:10,0,1,838455865116147712,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.044,0.0537272727273
3,3,3,3,@JoeNBC n in afraid we are watching the mental health and emotional meltdown of Donald Trump!,2017-03-05 07:44:35,0,0,838414948988555268,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2244}",0.044,0.0537272727273
4,4,4,4,The Only Question Now is When Donald Trump Realized How Much Trouble He Was In via @politicususahttp://www.politicususa.com/2017/03/04/question-when-donald-trump-realized-trouble.html …,2017-03-05 07:04:35,0,0,838404883460022272,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}",0.044,0.0537272727273
5,5,5,5,Donald Trump and the new dawn of tyranny http://ti.me/2m3NaS4 ,2017-03-05 06:05:07,0,0,838389915603845121,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.0537272727273
6,6,6,6,"@realDonaldTrump @foxandfriends @CNN  Alex, I pick ""Who is Donald Trump"" for $200!",2017-03-05 03:49:25,0,0,838355765781999616,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.0537272727273
7,7,7,7,"Donald Trump campaign disavows Russian operative Carter Page, claims it’s threatening to sue him http://www.palmerreport.com/politics/donald-trump-campaign-disavows-russian-operative-carter-page-claims-its-been-threatening-to-sue-him/1764/ … via @PalmerReport",2017-03-04 20:12:04,1,0,838240672809422849,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5267}",0.044,0.0537272727273
8,8,8,8,Celebrities React: Donald Trump Accuses Barack Obama Of Wire Tapping - Gossip Cop - http://wp.me/p7FrsL-nq1 ,2017-03-04 17:14:51,0,0,838196071796989952,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4767}",0.044,0.0537272727273
9,9,9,9,Confirmed: Jeff Sessions first introduced Russian operative Carter Page to Donald Trump http://crwd.fr/2m8wUkj pic.twitter.com/5jpknnN06r,2017-03-04 17:07:05,1,2,838194117830115329,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.0537272727273
10,10,10,10,Donald Trump and the new dawn of tyranny http://ti.me/2m3NaS4 ,2017-03-04 17:00:50,0,0,838192546677411840,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.044,0.0537272727273
